Species,Weight,Length
Bream,596.7756525750245,34.151185090183404
Bream,1090.219441891641,42.46595049760913
Bream,872.1812448612611,40.56090015677874
Bream,548.2558368830043,34.33546704204454
Bream,327.0362553790624,25.629960705418327
Bream,362.8913745369502,29.767003829797204
Bream,749.1564892473241,33.56719729664645
Bream,218.68487551446185,26.59593820378414
Bream,469.2320617969908,30.399746102538757
Bream,883.322982644803,37.320586054660254
Bream,360.7828753139885,26.57172927501871
Bream,299.7443224497667,27.247698211947682
Bream,629.5610392539168,32.811244329650705
Bream,275.9902851611752,26.984020052025855
Bream,450.5113220913844,30.330805010964816
Bream,497.9828874768657,32.90247405655658
Bream,731.8861232556799,34.210479099619164
Bream,404.02200996615636,29.368300933564157
Bream,541.4722385575593,31.63756701356172
Bream,739.2351193111681,35.648994003772124
Bream,874.1307059546843,36.95781867438561
Bream,757.0286556456285,37.52960332895628
Bream,744.3674835735582,33.72648275368099
Bream,622.3200523241071,35.51865300108365
Bream,377.67225473623694,28.599332481449565
Bream,693.2517356826105,34.66416689599421
Bream,888.0156332230749,36.855772587605294
Bream,558.7194649769443,30.359620031947333
Bream,409.56102373859153,27.998655518478532
Bream,509.88783761595573,31.39188440190856
Bream,177.07752770596892,22.762446412028225
Bream,386.8249003869958,28.010822979756416
Bream,414.5660089259318,29.86792922377723
Bream,687.9400547074772,36.027204227270694
Bream,772.4859965094051,35.46777206497375
Bream,646.5450971304695,33.38504381587422
Bream,413.8986674104533,30.15340017064383
Bream,314.1266652248846,28.2968271711537
Bream,692.7483561906139,33.613971988529315
Bream,573.2813967741263,31.490734370279824
Bream,468.90810479769374,30.27269858761832
Bream,266.19501389003904,26.427565018922174
Bream,580.6919343866615,30.857937341138513
Bream,874.521288098961,38.19708789479648
Bream,268.0517557324024,26.58314013951725
Bream,720.4587970648365,35.455309452915536
Bream,618.0079231050336,32.78982417066236
Bream,545.9723029090403,31.048169954466225
Bream,258.3565115606401,28.144940621503647
Bream,702.754114656465,32.489124180163145
Bream,641.5649385434031,32.933569542410325
Bream,1041.0211492856236,38.90261146098661
Bream,383.85883710022586,29.123319506173086
Bream,539.357569757266,30.60277833176007
Bream,551.4911217641319,30.87490543730701
Bream,479.0400467268197,29.347923216593674
Bream,1057.2790252922196,40.86448076735572
Bream,616.5048521415008,32.68496229326186
Bream,604.1609444068802,30.591036636914563
Bream,624.5113557287625,32.84185656253851
Bream,533.5997603847302,33.57603391985086
Bream,621.2254881832162,34.77844264229658
Bream,713.0370068552368,34.88318472762357
Bream,656.3811804097007,31.55433688944823
Bream,442.86597975421734,31.885334789508832
Bream,425.7560465264409,29.84590754441131
Bream,429.516427961317,29.56024216402128
Bream,1006.8725888306901,40.758377812980726
Bream,998.3014328674938,41.13649593647575
Bream,605.6635658299261,33.028056126163904
Bream,540.4871726800862,30.403970440167903
Bream,533.9696100805327,31.726537338955172
Bream,314.9147336227328,27.833727705491512
Bream,443.08932445721337,30.688958845780753
Bream,486.09400024623085,33.38640610038027
Bream,584.1496899496588,30.969901850581223
Bream,476.0676641257511,31.133974646799857
Bream,793.3484834227663,36.100923949041544
Bream,519.4119658832246,32.877187603723044
Bream,523.1581698849434,31.2447549526306
Bream,951.1316797281231,39.96452415284062
Bream,1050.9136435814562,40.6942644052359
Bream,708.34936720162,34.95186687428531
Bream,596.7462773327045,32.30307030964373
Bream,668.0052637366791,33.84243421531026
Bream,742.621238706324,34.27168708509106
Bream,742.4663432516988,35.228689812591185
Bream,694.7547572816579,32.45472745280581
Bream,566.4006299121631,32.74195101441493
Bream,971.391828630048,39.91333034750062
Bream,621.3303662325716,34.58047062752672
Bream,609.5920259483955,32.85778011725591
Bream,511.4504244545912,31.68226117363608
Bream,688.4249263480316,35.061921585885024
Bream,335.800652432623,29.561267677969777
Bream,565.4786106807726,32.3673667467773
Bream,685.0535608410523,33.66778114937339
Bream,672.2628320685441,31.26320049680516
Bream,435.2980331881854,29.900496070956667
Bream,529.3478903917289,31.246673678933742
Bream,802.0508031024161,36.60353786243665
Bream,752.5961682766251,33.973555727812105
Bream,972.387759685874,38.13184462090176
Bream,142.15021392020446,24.048048874891037
Bream,524.7890127405867,30.10435657587505
Bream,458.66638002610716,29.130731765244427
Bream,169.42472918828645,26.17921675132317
Bream,388.75106949316404,27.35762046546447
Bream,681.532760991843,33.252646040771324
Bream,463.2831657550744,29.319862488454277
Bream,264.44458886323633,27.11393049214827
Bream,881.6226735639111,38.22238005231226
Bream,769.3023157759382,36.05067322692857
Bream,506.7053846007548,30.883577519787238
Bream,777.6034045546494,37.095853272624325
Bream,982.362881358732,42.227687513936274
Bream,700.584731425907,34.941430273679025
Bream,652.9777929370183,33.868122770054846
Bream,588.1254143891523,32.77734302778242
Bream,341.1191515637856,28.089486954350136
Bream,323.8196215644692,25.17877252257028
Bream,403.47543955213484,31.208164888404212
Bream,908.4094846310952,39.79458230102053
Bream,479.34240879132904,32.15800124124193
Bream,734.7898342888302,34.07900500567153
Bream,765.839358580934,36.381955271118876
Bream,705.6115742530604,33.92252906598224
Bream,600.3071600159336,31.255030568253808
Bream,1171.103517937508,40.23528908291819
Bream,205.2920594219878,26.31493743582133
Bream,217.23875065380906,25.32026250267608
Bream,640.2351462700983,35.139559479633974
Bream,0.001,21.383980055941684
Bream,875.212871882318,33.97749291754189
Bream,378.32888779835065,27.696692453204143
Bream,604.1976767671061,32.693933414172825
Bream,843.6004153441507,37.43727585393646
Bream,649.6936501705917,34.59698277661761
Bream,402.77925239063984,28.878729693329056
Bream,372.2672542565796,28.951322840481332
Bream,643.2916863809868,33.660622657475116
Bream,576.9450893865406,31.242445432084146
Bream,669.9167102289148,34.51472058911407
Bream,376.18406963097453,28.146081312720895
Bream,683.5336408517617,34.30599410572494
Bream,302.4049742501102,26.61061536994545
Bream,510.72239470823354,30.33802496978141
Bream,666.7899952715435,33.552152661483056
Bream,645.774621394202,33.169709635439986
Bream,165.88844141621166,25.471924712922338
Bream,623.9681784082097,32.56369517394972
Bream,984.2868230780241,41.14705326754092
Bream,498.9298133361049,28.877743216161782
Bream,585.4007738623322,32.57059837051978
Bream,440.61491146035775,28.125850566199606
Bream,254.25494480596046,25.342082947014244
Bream,1058.0459075766362,42.95738753660445
Bream,503.7013265188674,30.246296703285847
Bream,399.9246344409562,28.98111657070947
Bream,638.8799770076666,35.67635579307358
Bream,639.0281673377863,34.94957567466458
Bream,917.4718887141748,39.23903627788242
Bream,608.3612918050848,34.27252119895055
Bream,573.4458799951179,32.58660050509086
Bream,610.5373077131721,34.34902946772644
Bream,1191.6716170310342,43.36326000113131
Bream,410.52725907662693,28.17045113564686
Bream,339.1922948139621,27.78282795697763
Bream,403.2223051987627,29.079572446970275
Bream,667.9070295997144,33.177300384360606
Bream,325.64992412754356,28.041088814127598
Bream,425.5387240315613,28.80960805735016
Bream,632.2818940170326,35.588322949102235
Bream,719.5959301087305,33.857739801875205
Bream,626.0251564273092,32.52627988513302
Bream,401.0610432436748,32.21906154443304
Bream,195.93723522184132,24.753199368767348
Bream,766.8704132691025,37.406400057066776
Bream,552.7965444786847,33.470210761235414
Bream,889.2746728886887,35.5633582644355
Bream,623.201304000716,33.43928151356121
Bream,595.1229909920878,34.00243243892007
Bream,567.6290513071192,31.454613581833907
Bream,933.0918807412322,39.3154458932811
Bream,535.7191956355921,31.20785278188696
Bream,881.9668231113073,36.02636024675789
Bream,713.7282846629729,36.11840329912666
Bream,635.4530873939411,34.314565744649315
Bream,165.7320709993357,25.230397858382318
Bream,923.8769680647204,40.642691850814614
Bream,991.6662844527862,40.37162799269684
Bream,735.1898299059505,35.165263232108586
Bream,651.8868647363064,34.3244208592973
Bream,921.222770910939,37.40875308372527
Bream,654.7782787815186,34.1285448792625
Bream,471.63087891905207,30.289208061144393
Bream,648.5155745271516,32.315909003524915
Bream,342.7678291635941,25.699162467232572
Bream,981.0105792772656,38.09683106418747
Bream,550.9397099877827,32.75997530472293
Bream,715.2348498221165,34.86247594052882
Bream,757.0114170024974,34.29366379959494
Bream,786.4775654379742,35.16842378516374
Bream,842.0313026692595,39.439499583049034
Bream,1097.0259971262808,40.77906116389197
Bream,935.2230993061462,37.57308081221916
Bream,656.1406342835287,36.538813902269595
Bream,615.9189481997498,34.07851794276287
Bream,798.5362794919126,35.32128345257495
Bream,921.0181719374798,40.56664829159515
Bream,658.5311381829019,35.081710312027845
Bream,504.95875129745446,31.439776784196557
Bream,1019.4297588338509,40.693428461166356
Bream,292.136841702098,27.18144376900382
Bream,427.2355070371129,29.08581322003637
Bream,918.3201217163246,37.23334085319646
Bream,893.4473393188488,37.68149170781249
Bream,548.5911351899554,32.4371375365754
Bream,466.76649314338397,28.801198400863377
Bream,303.9337621804228,28.567181755686182
Bream,731.8826197697666,33.53160045072123
Bream,713.8403843657434,33.86507081171
Bream,511.50360745774304,30.683166893064552
Bream,370.81532643097364,26.85194874229378
Bream,571.6829085771398,33.85291234803758
Bream,693.5958318696602,35.32014265458394
Bream,969.2961410410977,40.071268379772796
Bream,749.3935481819781,35.78043222372513
Bream,809.0129239909098,36.78329835162672
Bream,743.2282338038259,35.56277240099151
Bream,508.79441417444446,30.858574022473515
Bream,646.5191815975833,33.089352969355936
Bream,612.0135613604085,33.097272812518476
Bream,421.56921385023736,29.483350413726757
Bream,182.03654248327535,23.867878519667478
Bream,383.66516704587656,29.22872897012141
Bream,586.2791809452893,33.29061059467173
Bream,859.6243691901605,38.04335995418222
Bream,877.1556364641799,37.6533534089311
Bream,563.1456308434542,31.516061880379237
Bream,821.1852877181959,37.82296506002295
Bream,739.136631701566,35.345258063019244
Bream,776.4176321579432,36.95752678057267
Bream,0.001,19.177942543191186
Bream,713.9148299085055,36.47677766460067
Bream,690.619008272917,33.92625938077158
Bream,727.8283776244797,34.3889335249715
Bream,616.4416354265232,33.155894348777736
Bream,764.0337222865153,37.87075036119367
Bream,854.3055345761427,38.136286183387725
Bream,931.4074797785099,38.89118488414705
Bream,695.5856963107309,34.948918695249056
Bream,708.5493178207149,36.49282276353695
Bream,602.0821128897495,31.19207140507283
Bream,439.3453839270452,30.409963853616762
Bream,1028.225526380256,38.722722939088364
Bream,637.604861564345,35.06603166484622
Bream,619.9863432193946,32.26927954384064
Bream,338.5213716092245,27.926107152415582
Bream,478.99110528522635,28.366058688557853
Bream,543.6471837184512,33.69211392752095
Bream,457.4244893054381,28.326701432783185
Bream,825.8374759312726,38.12992852304891
Bream,636.2373191035779,32.775275628713516
Bream,639.763922365697,32.57016187627501
Bream,473.71693801063606,29.193403096578233
Bream,823.4812208004323,36.079481713310834
Bream,599.1379193187748,33.71015971619608
Bream,689.4848699269514,32.37693728842713
Bream,780.3296497190721,34.49631221644961
Bream,372.439143655449,29.792058460466503
Bream,676.7722062984597,36.245183237382804
Bream,642.180094008534,32.05252000096095
Bream,824.5942443245499,35.71826770062789
Bream,788.8084071497,33.93619264809704
Bream,621.8419550745457,31.626677055612433
Bream,271.0239227848784,25.87385332618519
Bream,847.5981124495254,37.66034261973774
Bream,813.597367879008,38.012459903533205
Bream,703.0653203253232,35.4261458322634
Bream,944.2766275857218,36.86513645183969
Smelt,18.98911172061306,14.130050585811997
