car,score,content,is_negative,input_negative
2026 혼다 CR-V 하이브리드,9.83,"현기차 25년 탔는데 엔진오일 소모 등 이런저런 잔고장에 질려서 혼다 crv 하브로 바꿈~한마디로 차량 성능과 완성도는 국산 보다 월등함~정주행시 노멀로 시내 주행 평균 19, 에코로 21 이상 찍고 있음, 고속도로 시속 90~110 주행시 17 이상 나옴. 소음 잡음 없음~일본에게 배울건 배워야 그들을 능가할 수 있다고 생각함~ 정말 만족하고 타고있음~국산차의 화려한 옵션 인테리어는 없지만 불편한거 없음, 차성능에 모두 보상받는 느낌임~",True,False
2026 혼다 CR-V 하이브리드,9.67,연비좋고 디자인좋고 거주성좋고 가격만 좀 착하게 나왔으면 아쉬움이 있네요 ~ 일본차 특성상 인테리어 편의장비는 고려 하지않았는데 나름 괜찮습니다,True,False
2026 혼다 CR-V 하이브리드,10.0,여태까지 수많은 차들을 타봤늣데 왜 혼다차가 기술의 혼다인지 알것같아요 주행 성능 연비 디자인 소음 정숙성 머하나 흠잡을때가 없는듯 벤츠보다도 두단계 앞선다고 생각함,True,False
2026 혼다 CR-V 하이브리드,7.33,"고민을 하다가 콜레오스에서 CR V 로 시승후 바로 마음을 바꿨습니다. 시승시 만족도가 상당히 좋았고 지금 약 1천 타고 있는 시점에서 전반적으로 잔고장 없이 만족하는 수준입니다. 4인가족 기준 적당한 공간과 주행감 , 연비는 최고 인거 같습니다. 더 타봐야 알겠지만 내부 디자인을 제외하고는 아주 적당한 수준의 SUV 인거 같습니다!",True,False
2026 혼다 CR-V 하이브리드,9.5,전체적으로 무안하고 연비 잘 나오고 디자인 괜찮고 현대 기아차 보단 좋다.,True,False
2026 혼다 CR-V 하이브리드,9.67,"현재까지 6개월 운행하였고 그동안 느낀 장단점입니다. - 단점: 1. 미국 타겟으로 생산된 차다보니 옵션 부족(통풍, 2열열선시트, 작은 사이드미러, 어라운드뷰 등). 2. 조립 마감, 단차 있음. - 장점: 1. 미친 주행감. 동급 여러 브랜드 차량 시승해봤는데 주행질감과 승차감은 cr-v가 압도적이었음. 2. 엑셀, 브레이크 반응성 매우 우수. 기본기가 좋다는게 이런거라고 처음 알게됨. 3. 2열 공간이 넓고 뒷문이 90도로 열려 자녀가 있는 가정이라면 아주 편리함. 4. 연비는 겨울철에 조금 떨어지나 평균 20km 나옴.(출퇴근 기준 고속+국도 편도 20km 주행함). 특히 전기>내연 주행 시 이질감이 매우 작고 시속 90~100km에서도 조건이 맞으면 전기모드로 주행함. 5. 정숙성도 고급 브랜드만큼은 아니지만 동급 차량 대비 가장 좋았음.",True,False
2026 혼다 CR-V 하이브리드,8.67,북미생산 차량의 전체적인 품질이 차가격대비 떨어진다는게 정설입니다. crv도 조립품질이 좋은 편이 아닙니다. 북미에 맞춰져있는 차라서 국내 대비 옵션도 많이 부족하지만 동급대비 주행성이 비교불가한 수준입니다.,True,False
2026 혼다 CR-V 하이브리드,9.83,"단점: 운전석 사이드미러 교환 필요, 뒷좌석 열선 없음, 약간 아쉬운 풍절음. 장점: 무난하고 질리지 않는 디자인, 딱 필요한 정도의 실내와 직관적이고 깔끔한 기계식 버튼과 공조 장치 등, 안정적인 연비와 주행 성능, 혼다 센싱의 빈틈없는 안전 보조 기능, 20년넘게 검증된 일본의 하이브리드에서 더 개선된 2세대 엔진. 사실 그랑 콜레오스랑 많이 비교되지만, 엔진에서 중국산이냐 기술의 혼다냐 하나로 혼다로 택했고, 차는 심장이 중요하다고 생각하니 후회없는 선택이었다고 생각함. 초기 모델은 검증이 필요한데 르노 하이브리드나 센싱은 검증이 더 필요해보임.",True,False
2026 혼다 CR-V 하이브리드,10.0,"처음에 가격에 의구심을 가졌지만, 시승 후 생각이 달라졌습니다. 부족한 내부 옵션질보다 기본 내구성과 모터에 바탕을 둔 혼다 승차감은 딱맞는 가격이라고 생각합니다.정말 만족합니다.",True,False
2026 혼다 CR-V 하이브리드,9.83,"SUV고민 중이라면 시승이라도 해보세요. 훌륭한 연비, 뛰어난 주행감, 충분한 공간, 정석적인 디자인.. 뭐가 더 필요합니까? 괜히 깐깐한 북미 판매량 탑이 아닙니다.",True,False
2026 혼다 CR-V 하이브리드,9.83,"차량 구입 후 2개월 타보고 적습니다. 구매 전 단점은 가격이 조금 비싸다 는 점이었는데 실구매 후 주행해 본 결과 구매 가격이 비싸서 아쉽다는 생각은 사라졌습니다. 먼저 주행감이 정말 좋습니다. 하이브리드에서 느껴지는 이질감이나 특유의 좀 거슬리는? 그런 부분이느껴지지 않아요.( 캠* 하이브리드도 타고 있기에 비교 가능.) 밟을 때 잘 나가고 브레이크 부드럽게 잘 먹히고 가족 및 지인들 탔을 때 차 승차감 좋다고 이야기 합니다. 연비 뭐 이거는 칭찬하는 게 무색 할 정도. 장거리 한 번 뛰고 오면 기본 0.5 이상 올라가네요. 출퇴근 거리 짧은 시내 주행 주로 하고 있는데 17.2 나오고 있습니다. 17 밑으로 내려간 적이 없어요. 전기 개입 비율이 높아서 그런지 캠* 보다 시내 주행 포함 연비가 높습니다. 차량 공간, 실내 공간 넓고 트렁크 아이 짐 가득 들어갑니다. 자전거 킥보드 유모차 다 싣고 놀러가네요. 옵션은 기존 차량(Qm3) 10년타고 교체한거라 저는 만족합니다",True,False
2026 혼다 CR-V 하이브리드,9.83,"현란한 내부 인테리어는 없지만, 차의 성능과 기본기에 충실한 차 입니다. 시승 전에는 후보군 중 하나였는데, 시승하면서 바로 선택하게 되었습니다. 확실히 주행 성능과 느낌이 다릅니다. 전반적으로 패밀리카로 사용하는데 내부 공간 활용도 등 전반적으로 만족합니다. 단, 국내 에서 보편화된(통풍 시트 등) 일부 기능들이 없지만 필요하면 사재로 장착 가능하여 특별히 고민 하지는 않았습니다. 근데, 막상 트렁크 센서와 보조석 카메라 등은 추가로 달려 있어 아직은 특별히 불편한 것은 모르겠습니다.",True,False
2026 혼다 CR-V 하이브리드,9.67,"구매 마지막까지 일본 브랜드라 고민했는데 주말 여행 동안 잘한 선택이였다는 생각이 듭니다. 연비 대만족, 거주성 만족, 품질 만족, 디자인 만족, 가격 살짝 아쉬움....... '내 차가 되기 전까지 욕하지만 내 차가 되고 나서는 만족'이란 말이 딱인거 같네요. 다음 차도 특별한 일 없으면 C-RV가 되지 않을까? 합니다.",True,False
2026 혼다 CR-V 하이브리드,9.33,Suv의 교과서 승차감 이급 suv중 최고라고 생각하며 6세대 들어와 디자인도 새련되고 연비도 좋고 가격이 조금만 저렴하면 좋겠지만 옵션은 사재로 조금 채워야 하는 등의 단점보다 타는 순간 단점 생각이 안남,True,False
2026 혼다 CR-V 하이브리드,9.67,"일단 비싸다고 하시는 분들은 타보고 얘기하라고 하고 싶네요. 국산차보다 옵션은 떨어지지만 안전성, 정숙성, 승차감 등 종합적으로 쏘렌토 싼타페보다 월등합니다. 보기보다 차가 커요. 실내 공간 및 트렁크 공간 넓습니다. 골프백 캐디백 4개 여유있습니다. 부족한 옵션은 사제로 시공해서 타고 있습니다. 완전 대만족입니다.",True,False
2026 혼다 CR-V 하이브리드,9.67,하이브리드 2륜 3월 부터 타고 있습니다. 안드로이드오토는 설정에서 무선으로 풀 수 있으며 무선연결잘 됩니다 출퇴근 용으로 타고 있으며 연비 너무 좋고 장거리 주행느낌도 좋습니다. 인테리어 볼매입니다. 후회안하실 것 같습니다.,True,False
2026 혼다 CR-V 하이브리드,9.83,"약간 비싼듯한 가격, 몇몇 옵션 없고, 광각아닌 왼쪽 사이드미러, 유선 안드로이드에도 불구하고. 6개월 운행경험으로 기본기 탁월, 고속도로 18~19 시내 약 13 으로 평균 연비 14.2, 승차감 우수, 소음 별로 없음, 넓은 1 &amp; 2열 공간, 충분한 적재공간 등등. 주변에 강력 추천",True,False
2026 혼다 CR-V 하이브리드,10.0,"어떻분 리뷰 승차감이 둥실둥실 그런 표현을 쓰셨는데 승차감 주행질감 최고 입니다. 고속에서도 안정감이 있고 타보신분들 표현이 뒷자석과 앞자석 승차감이 동일하고 승차감 좋다 하십니다, 아무튼 고장없이 오래 타고 싶습니다.",True,False
2026 혼다 CR-V 하이브리드,9.67,"6세대 하브 2륜..주행시 부드러운 느낌이나 안정성이 정말 좋네요..실내도 만족 스럽고..연비도 좋구요..출퇴근, 여행, 패밀리키로 최적..운행할 마다 만족하며 타네요..",True,False
2026 혼다 CR-V 하이브리드,9.67,"주행 승차감 내구성 등 차의 기본기 우수함만 보고 선택하여 만족합니다. 경쟁차종 대비 비싼가격, 좌우 밀러 미통풍시트 2열 미열선 등의 불편함은 금방 익숙해집니다.",True,False
2026 혼다 CR-V 하이브리드,9.0,"6세대 하브 4륜 타고 있는데 1열 통풍 2열 통풍,열선 없는거 빼고는 매우 만족하고 있습니다 코너에서 일정속도에도 밀리지 않는 안정감 핸들의 적당한 묵직함이 주는 탄탄함 하브라서 고속20(현재 제가 찍어 본 최대),시내 16~17정도의 연비 나옵니다 기본기 정말 좋구요 여름되면 통풍 없는게 너무 아쉬울것 같기는 하지만 나머지 안정감 때문에 만족하고 있습니다 혹시 그놈의 안정감이 뭘까 싶으신분들은 시간되시면 시승한번 해보세요",True,False
2026 혼다 CR-V 하이브리드,9.67,"연비가 평균 약16,Km로 상당히 만족하며 주행가이나 정숙성 .안전성등 운행을 하면 할수록 더욱 차에 대한 신뢰가이 항상되며 지인들에게도 적극적으로 홍보하고있음. 차후 다시 구매해도 혼다 차량을 이용하고 싶을 정도로 차에 관한 선택이 충분했음에 만족함",True,False
2026 혼다 CR-V 하이브리드,10.0,처음 느낌보다 탈수록 그 진가를 발휘하는 차~~ 부드럽게 잘 달리고 부드럽게 잘 서고 안전하고 오랜 기간 고장없는 차~ 혼다센싱을 포함한 잘~~~~ 세팅된 느낌,True,False
2026 혼다 CR-V 하이브리드,8.67,"인테리어는 10년전 인테리업니다. 연비는 10.4나옵니다. 안드로이드 오토 무선지원 안합니다. 사이드 미러 자동으로 안접힙니다. 통풍시트 없습니다. 하지만 외관은 이쁘고 차가 넓고 잘 나갑니다. 많은 단점이 있지만 사실 가장 중요한 거는 차가 자기 역할을 잘 수행하냐이고, 이 점에서 저는 만족합니다.",True,False
2026 혼다 CR-V 하이브리드,9.67,기본에 충실한 ~그렇다고 디자인 승차감 연비 등 뒤처짐이 없는 차~처음보다 지난 지금이 더 맘에 드는 차~타보시면 압나다!!!,True,False
2026 혼다 CR-V 하이브리드,9.17,라브4와 CRV 시승 후 승차감 보고 택했습니다. 가솔린모델이지만 연비 잘 나옵니다 고속도로 출퇴근하는데 잘 나올 때는 19키로까지 나옵니다 ㄷㄷ 다만 가솔린모델이고 옵션이 조금 부족한데 4천만원대라 가성비는 좀 떨어지는 듯 합니다,True,False
2026 혼다 CR-V 하이브리드,10.0,주행성능 및 모든 항목 다 만족스럽다. 연비는 공인연비와 동일하며 고속도로 연비는 18~19 정도가 나온다. 디자인도 무난하며 실내공간도 넓다. 몇가지 옵션이 빠져있지만 크게 아쉽지는 않다.,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.0,연비 우주 최강인 차량임 디자인도 훌륭하고 주행성능 탁월하지만 실내소음 큼,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.67,세련된 디자인에 우수한 연비를 보장함. 다만 뒷좌석은 키큰 성인 남성이 장시간 타기엔 무리가 있다.,True,False
2026 토요타 프리우스 플러그인 하이브리드,8.17,"실내공간 거주성이 체형에 따라 다르겠지만 적응하면 크게 불편하진않음. 다만 무릅양옆이 모서리에 닿아 아픈게 신경쓰이고 야구모자쓰고 타면 천장에 계속 걸림.전동 트렁크 빠진것과 어라운드뷰 없는것 아쉬움.팔걸이가 인체공학적이지 않고 불편하며 변속기 주변 피아노 블랙 관리 불편함. 주행과 연비,안전보조등은 만족함. 엔진솔 유입 좀 거슬림",True,False
2026 토요타 프리우스 플러그인 하이브리드,10.0,2013년 프리우스를 5년 동안 타고 만족도가 높아 10년만에 다시 구매했는데 만족도 극상입니다. 1. 미래지향적인 디자인 2. 안전 및 편의 사양 3. 출력 및 연비 4. 충돌테스트 세이프티 픽 플러스라 또 안심 앞으로 쭉 안전하게 탈 예정입니다.,True,False
2026 토요타 프리우스 플러그인 하이브리드,10.0,주행 부족하지 않고 가격 괜찮고 182기준 1열 여유 2열은 좁으나 내가 탈일이 앞으로 손에 꼽을 것이기 때문에 문제 없고 품질 디자인 좋고 연비는 최고,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.83,국산차보단 내부옵션이 부족하긴 하지만 성능면에선.. 말이 필요없네요 만족중입니다,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.67,"연비, 디자인, 주행감 모두 너무 마음에 듬 세컨차로 구입했으나 메인으로 타는 벤츠GLC보다 더 자주 타게 됨",True,False
2026 토요타 프리우스 플러그인 하이브리드,9.0,국산차 하이브리드 가격이랑 차이가없고 국산차 하이브리즈살빠에 검증된 토요타하이브리드가 낫다고 판단 연비가 28키로씩 찍히는기적을 보여줌 디자인도 좋아,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.83,"연비왕 프리우스답게 25~27 기본 겨울 최저 18~20연비 나옵니다, 5세대 상당히 앞유리가 낮습니다, 차주분 키177이하 추천합니다. 5세대 희소성도 낮아좋고 암튼 프리우스 차주라 행복합니다",True,False
2026 토요타 프리우스 플러그인 하이브리드,10.0,매우 좋음 연비는 4세대보다 조금 떨어졌지만. 기능 업그레이드가 잘 됨,True,False
2026 토요타 프리우스 플러그인 하이브리드,8.0,소음과 가격이 아쉽지만 준수한 주행성능과 하이브리드의 최고점을 느낄 수 있음,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.5,"승차감, 코너링, 연비 모두 완벽 거기에 디자인까지 가격이 조금 높아서 단점이지만 가격 빼고 모든면에서 만족 실내공간도 생각보다 좁지 않습니다",True,False
2026 토요타 프리우스 플러그인 하이브리드,8.67,예쁘다 연비가 좋다 여성이 타기에 크기가 아담해서 좋다 키큰사람이 타기는 힘들거같음 뒷자리는 에어컨이나 히터가 안닿아서 춥거나 덥다,True,False
2026 토요타 프리우스 플러그인 하이브리드,8.83,연비를 생각하는 분이라면 1순위로 이 차를 고를 만큼 자부심 있는 차. 모든 면에서 만족하지만 엔진소음과 풍절음은 조금 아쉬운 부분.,True,False
2026 토요타 프리우스 플러그인 하이브리드,8.67,4세대 보다는 연비가 낮지만 다른 모든 부분이 좋아진것 같다 특히 주행 능력은 비교가 안되는것 같다,True,False
2026 토요타 프리우스 플러그인 하이브리드,8.17,제가 이 차를 살줄몰랐습니다. 생각보다 잘가고 잘서고 잘돌아가고 감성좋습니다. 아 물론 순정 휠타말구요. 타 보면 생각보다 좋습니다. 다만 재미를 원한다면 GTI 혹은 N이 백번맞고 연비를 원한다면 딴거사세요. 이 돈주고 살필요까진 없다생각합니다. 미국향은 직물시트에도 열선 들어가고. 전동트렁크. 심지어 V2L까지 들어갑니다. 돈을많이 받으면 옵션이라도 빵빵하던가 옵션 진짜 너무하고도 너무했습니다. 이가격에 출시한 도요타 코리아가 너무하다 생각듭니다. 시트허리가 좀 불편합니다 평평합니다. PHEV N이 나왔으면좋겠습니다...,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.83,"디자인,안전,품질,연비 모두 만족한다. 4바퀴를 꽉잡고 달리는 하부느낌은 예전 벤츠에서의 느낌과 동일하다. 스포츠카 같은 시원한 스피드와 그렇게 달리고도 20이상의 연비는....이런차 없다.",True,False
2026 토요타 프리우스 플러그인 하이브리드,9.67,"하이브리드 차량 중 가장 높은 완성도를 가지고 있습니다. 최고 수준의 연비, 크게 향상된 승차감과 안정감은 그랜저와 유사한 수준까지 따라오지 않았나 생각되고, 2.0 엔진과 배터리로 구현하는 토크는 전기차와 내연기관 장점을 잘 배합시켰다고 느껴집니다. 일신된 디자인도 매우 훌륭합니다. 유일한 문제점이 가격인데, 하이브리드 준중형 체급으로 5천을 찍으니 그돈씨 소리가 나오거나 아반떼 하브보다 천오백 이상 비싸다고 비교를 당하는데, 해외와는 다르게 사회초년생이나 마트용으로는 맞지 않는 가격입니다. 한국인의 평범한 생애주기에 비춰보면 5천짜리 준중형을 살 기회가 많지 않습니다. 국내에서 이 차를 고른다면 1-2인 가구의 주 차량으로 이용하거나 중산층 이상의 세컨카 정도 용도가 현실적이지 않을까 싶습니다. 용도만 확실하다면 차량 완성도로는 동급에서 비교대상이 없다고 생각합니다. 옵션이 현기보다 부족해서 깡통 느낌이 들 수 있는데 차량 주행 관련 보조 기능은 다 있습니다",True,False
2026 토요타 프리우스 플러그인 하이브리드,9.33,가격이 조금 아쉽지만 디자인 예쁘고 연비는 탁월하며 주행성능도만족 합니다. 단점은 주차나 서행시 반브레이크를 밟으면 울컹 울컹 합니다.,True,False
2026 토요타 프리우스 플러그인 하이브리드,10.0,전반적으로 모두 만족이다. 자동운전에 코너링은 정말 부드럽고 연비는 쵝오!! 운전자의 조금 불편한 곳 까지 신경쓴 섬세함이 정말 대단하다.,True,False
2026 토요타 프리우스 플러그인 하이브리드,9.33,"프리우스는 세계 최초 하이브리드 양산차 라는 타이틀이 있지만 이제는 옛말이 되어버렸다 하이브리드 기술의 발전으로 토요타에서 생산하는 거의 대부분의 차량은 하이브리드 모델로 출시가 된다 그래서인지 이제는 연비 하나에만 몰빵하기에는 세계 최초의 하이브리드 앙산차라는 타이틀은 더이상 경쟁력이 없어서였을까 아키오 전회장 및 토요타 임원들은 프리우스라는 차에 대해 많은 고민을 했다고 한다 (연비에 몰빵해 영업용 택시로만 판매를 고려했다고 함) 이전 모델 대비 다양한 안전사양과 더욱 강력한 파워트레인이 적용되어 차량 가격이 상당히 많이 올랐다 프리우스 5세대 부터는 가성비를 따지기엔 너무 비싼 차가 되버렸다 하지만 이 급에서 연비, 운동성능, 내구성을 고려한다면 아직까지는 프리우스 말고는 대안이 없다 여러 브랜드의 하이브리드 차량을 비교하고 고민해본 사람이라면 토요타의 프리우스에 대한 방향성이 이것밖에 없다는걸 수긍하게 될것이다",True,False
2026 토요타 프리우스 플러그인 하이브리드,9.67,"안전, 연비, 디자인만 본다면 최고의 선택입니다. 1~2인 가족에게 저당한 사이즈 같아요. 부지런히 전기 충전해서 사용한다면 전기 방전될까봐 걱정 1도없이 탈수있는 전기차랍니다.",True,False
2026 토요타 GR 86,8.0,"저중심 박서라 회두성이 좋고 독특한 엔진 필링이 있다. 기어5단이 조금 뻑뻑한데 나머지는 쑥쑥 잘들어간다. 스타트는(초반가속) 안습인데 와인딩시 진가를 발휘. (9114s도 있는데 고갯길에선 911보다 재미있다) 실리콘이슈와 오일스트레이너 이슈는 좀 불안하다. 스탠기준 실내가 싼마이 라고 하지만 나름 괜찮다.(알리 내장재가 조금은 만회해줌). 스피커가 ㅂ신 이라던데 트윗+종다리만 바꿔도 괜찮다. 25년식 이후부턴 아이사이트 적용되어 긴급제동,이탈경보,오토하이빔,scc 등이 기본적용이라 86에 이런 기능이? 랄 정도로 편의기능이 좋아졌다.",True,False
2026 토요타 GR 86,8.0,"가격대비 훌륭한 주행감과 이돈으로 겪어볼수없는 후륜 플랫엔진은 더할나위없습니다. 솔직히 연비도 좋은편이고, 브랜드만 안따지면 수동 후륜 쿠페의 교과서급 차라고 감히 자부합니다",True,False
2026 토요타 GR 86,10.0,"경량 수동 후륜 스포츠카 인데 본인의 만족을 위해 투자를 안하겠다면, 국산차를 추천드립니다. 코너링, 시내에서 부족하지 않은 출력 캐디백 2개, 보스턴백2개 들어가는 공간 2인용으로 딱 좋습니다.",True,False
2026 토요타 GR 86,7.33,gt에서 무엇이 달라진건지 잘 모르겠음. 2.4 배기량만으로는 부족한 느낌,True,False
2026 토요타 GR 86,8.33,이 가격대에 이만한 펀카없음 쥐어짜는 레드존rpm 수동면허를 다시 딸 정도의 재미가 있죠 다만 데일리로는 비추 연비나 수동에 비추어..세컨카면 추천해요 ㅋ 가격이야기하는데 일본은 당연히 더 싼거고 미국에서는 유사옵션 세금 붙고 하면 더 비써요~잘 나온 가격,True,False
2026 토요타 GR 86,8.67,일단 함 타보시라니깐요~! ! 아주 끝내줘~ ㅎㅎㅎ 코너링.. 연비.. 스타일~ 머하나 빠지는게 없네요..,True,False
2026 토요타 GR 86,7.5,후륜 경량 na 수동은 이게 유일합니다... 조금 구식의 인테리어가 불만이지만 86이니까 괜찮습니다.,True,False
2026 토요타 GR 86,9.5,"운전대 잡고 있는 것 만으로도 즐거움 가벼워서 저속으로 달려도 체감 상 빠른 느낌임 드라이빙 원툴 방음, 잡소리따위 노래소리로 커버하고 실내에서 핸드폰 만지거나 음료수 먹는 등 딴 짓 못하니까 앞만 보고 가라구~",True,False
2026 토요타 GR 86,7.0,장점 자연흡기 수동 후륜 경량 쿠페. 낮은 무게 중심 고 rpm 감성 단점 저속rpm에서 불편함,True,False
2026 토요타 GR 86,8.67,운전재미 좋음 연비나쁘지않음 차알못들은 가격때문에 난리피울꺼임 근데 후륜경량쿠페수동 이차량말고 없음,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.33,승차감이 좋지만 가격은 너무 비싼듯.. 주행이 너무 편해서 재미가 없음. 글거서 잠이 잘와요 ㅎㅎ 소음거의없고 실내가 넓음 뒷자리를 위한 차,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.0,디자인 이쁘고 성능도 좋고 기어변속시 불편함은 있지만 그래도 예뻐서 봐줌,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.67,연비잘나오고(고속도로 주행시 15이상) 디자인좋고 넓고 근데 골목길?승차감이 너무 통통 튀어요 배타는듯한? 이거 빼고는 최고,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.83,"덩치에 비해 나름 힘도 괜찮고, 덩치에 비해 연비도 훌륭하고,실내도 넓은 차량",True,False
2026 메르세데스-벤츠 GLE 쿠페,8.67,차체가 조금커서 불편하지만 승차감이 너무좋고 뒤자석이 다른차에 비해서 넓어서 너무좋고 연비도 만족합니다.,True,False
2026 메르세데스-벤츠 GLE 쿠페,10.0,"패밀리카로 선택 했는데 대만족중. 동급 중 가장 넓은 실내 ,조용함 생각보다 연비도 괜찮은듯",True,False
2026 메르세데스-벤츠 GLE 쿠페,8.33,음...정말힘이좋다 잘달린다 저덩치에 진짜빠르다 이쁘다 . 연비도괜찮다.,True,False
2026 메르세데스-벤츠 GLE 쿠페,8.33,햇빛가리개랑 좁은주차장 가는거 말고는 만족하고타고있습니다 다만 터보렉이 조금있고 좌우롤링 있는거 빼고는 단점이없네요,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.33,생각보다 연비는 좋네요 다만 좁은 주차장같은데는 주차하기 힘들어요 .. 센서가 너무 작동잘되는지 좌회전 우회전할때 아무것도 없는데 혼자 작동되서 깜짝놀래요 ㅋㅋ 이젠 그러려니 하는데 디자인은 뭐 예쁘고 좋습니다. 캠핑용으로 타고다니는데 넓고 좋아요,True,False
2026 메르세데스-벤츠 GLE 쿠페,10.0,생각보다 연비가 굉장히 좋아요~ 힘 좋고!! 승차감은 더욱 좋아요!! 좋아요좋아요좋아요~~~~~,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.0,차는 좋은데..브레이크도 잘들고 단지. 좁은골목 ?옛날 (구)주차장 들어가지못하고. 그리고 이유없이 센서에민감해서 소리나서 가끔깜작놀라기도하지만 잔고장없이 오래타고싶네요.,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.33,"GLE53 AMG 23년 7월에 인도 받아 현재까지 1년 반 정도 운행했습니다. 세컨카로 주로 출퇴근을 하다보니, 정작 GLE53 AMG 차량은 운행거리가 아직 5천 킬로도 되지 않아 세세히 평가할 순 없지만, 저는 상당히 만족하면서 타고 있습니다. 개인적인 취향이겠지만, 일단 외관 상당히 웅장하며 멋있다고 생각됩니다. 내관 디자인 및 인포테인먼트 시스템 같은 경우도 제가 고민했던 BMW X5 차량 대비 상당히 고급스럽습니다. 주행 성능은 고성능 차량이다보니 타보시면 설명을 안해도 아실겁니다. 다만, 방지턱을 넘을때 롤링이 조금 있다고는 생각이 되긴합니다만 그리 신경 쓰이지는 않으며, 저 같은 경우는 서스 강도를 모드에서 가장 하드하게 설정해 두기 때문에 이것 또한 문제가 되지 않습니다. 주행성능, 디자인, 운전편의성 등등 너무 만족합니다. 다만, 차량가격과 연비 부분은 고성능 차량이다 보니 구매를 생각하시는 분들은 감안하셔야 합니다.",True,False
2026 메르세데스-벤츠 GLE 쿠페,9.83,연비 승차감 디자인 실내 공간 특히 2열 공간 매우 넓음 그 외 벤츠 e클래스 다운 편의사항 대부분을 누릴수 있음,True,False
2026 메르세데스-벤츠 GLE 쿠페,8.0,"GLE450 23년4월구매했는데 요즘, 주행중에 뒷쪽에서 소음이 좀있어요 서스펜션 시스템에 문제가 있는것처럼 다른분들도 그러신지요",True,False
