car,score,content,is_negative,input_negative
2026 BMW X5,10.0,"차무게에 비해 날렵하니 출력도 좋고, 코너링 고속주행등 안정감도 좋아요 불편함없이 편안하고 만족하면서 타고있어요",True,True
2026 BMW X5,9.83,아주 좋은차임.... 다만 애플카플레이가 수시로 끊어져서 불편함. 정말 주행성능 좋은ㅊ,True,True
2026 BMW X5,8.83,2022년식 xline 다자인 거주성 주행성능은 매우만족. 깜빡이 스치치와 소리 경작소리는 별로. 그리고 고질적인 핸들소음... 연비는 고속도로 70%인데 실연비 11~12정도 하지만 게기판엔 13~14이상으로 나옴. 안드로이드오토 불안정,True,True
2026 BMW X5,9.83,트렁트 크기가 생각보다 작다. 2열 레그룸이 차 크기에 비해 작지만 불편한 정도는 아니다. 그 외는 모든 부분이 만족스럽다.,True,True
2026 BMW X5,9.17,"차 크기보다는 실내가 좁게 느껴지는면이 있지만 타다보면 불편함 없이 적응됨. 수납이 약간 부족하지만 이것도 적응이 됨. 트렁크가 좀 작은편. 디자인, 승차감, 연비는 만족. 6기통 마일드하이브리드는 디젤의 혁신인듯.",True,True
2026 BMW X5,9.33,로망의 차량이라 매우만족하며 운행하고 있습니다. 그러나 서비스측면에서 불편한점이 많습니다.,True,True
2026 BMW X5,8.0,"가격대비 괜찮은차. 1억 극초반 SUV중에는 최고 가성비. 카이엔도 몰아봤지만 마음편하다. 왜 X5, X7이 공도에 많은지 알 듯. 실내는 아담한데 차폭은 생각보다 넓어서 주차가 불편한게 최대단점",True,True
2026 BMW X5,9.0,"쏘렌토 2.2디젤 타다가 X5 40i 타니까 신세계네요. 1고속으로 가면 갈수록 안정적이고 노면소음도 풀정음도 거의 느껴지지 않습니다. 아직 시트에 적응이 안되서 왼쪽 허벅지 부분이 아프고 그외엔 너무 편합니다. 안드로이드 오토가 한번씩 속 썩이고 연비가 좀 안좋은데 고급유 넣고 타는 차가 연비 걱정하면 안되져 ㅎ 주행성능은 3000cc 340마력엔진+8단 ZF미션의 조합은 환상 그 이상인듯. 올라운더 플레이어 입니다 가족들 태우고 차박을 해도 되고, 출퇴근시, 혼자 쏘고 싶을때 다 할수있습니다. 처음엔 세단 사려고 알아보다가 캠핑,차박,주행,안락함 다 잡을수 잇는 X5를 선택했습니다.",True,True
2026 BMW X5,8.83,주행능력 및 연비최강 유류비 걱정은 NO 뒷죄석 약간불편 오너용도 감사합니다,True,True
2026 BMW X5,9.0,"직진력, 코너링 등 주행성능은 완전 만족합니다. 출고후 핸들 EPS 소음 문제로 교환하는데 5개월 정도 걸렸지만.. 대차 해주고 교환은 해줬으니 선방은 했다고 생각됩니다. 저는 패밀리카로 선택했습니다만 2열에 대한 배려는 좀 부족한 느낌입니다.",True,True
2026 BMW X5,8.17,"가격부담 수리부담외에는 다 좋습니다""~AS불편한것도 있네요; 그리고 생각보다 내구성이 좋진 않은듯..",True,True
2026 BMW X5,8.67,"단점 위주로 적자면 뒷좌석 틸팅기능 없음, 겨울철 브레이크 소음(케바케), 21인치 타이어 너무 비쌈, 자가 세차 힘듬, 그밖에 다 만족",True,True
2026 BMW X5,9.67,디젤 마일드하이브리드 적용되어 초반부터 잘나가고 정차 및 주행시 소음/진동은 크게 느끼지 못합니다. 물론 정차시 일정 시간이 지나면 엔진에 켜지는데 이때는 당연히 디젤 진동은 있습니다. 연비는 출고 후 부터 누적 12.7km/l 나왔습니다. 미취학 아이가 둘이라 공간이 부족한 것은 못느꼈지만 카시트 2개 설치시 가운데는 어른이 앉기 힘들 정도입니다. 20년 11월에 출고하여 2년동안 운전이 참 즐거웠습니다. 아직도 볼 때마다 설레네요.,True,True
2026 BMW X5,9.5,XC90 B6 와 X5 30D 모델을 엄청 고민하다가 10개월을 기다리면서 XC90 배정받은 상태에서 마지막에 결국엔 X5로 돌아서서 지금 주행중인데 XC90을 시승해보고 X5를 타보니 X5 선택하길 참 잘했다는 생각이 듭니다. 준대형인데도 디젤이라 고급유 스트레스 없이 연비 정말 잘나오구요. 승차감은 XC90과 비교 불가네요.. 정말 부드럽고 좋습니다. 3000CC 디젤이라 정숙성도 상당합니다. 실외에서는 디젤 소리가 조금은 나는데 전혀 시끄럽다? 이런건 없고 듣기 불편함 없습니다. 실내에서 블라인드 테스트하면 가솔린인지 디젤인지 절~~대 구분을 못할정도로 정숙합니다. 다만 XC90과 비교했을때 실내공간과 트렁크 공간 그리고 B&W 스피커는 XC90이 훨씬더 좋구요. 정말 스피커 이외에는 주행질감/디자인/승차감/연비 모든게 X5가 압승입니다. 저와같은 고민을 하시는분이 있다면 주저하지말고 X5로 가세요 후회 안합니다.,True,True
2026 BMW X5,6.33,뒷자리는 좁고 등받이각도가 서있는편이라 조금 불편한편이며 차량의 가격대비 고급감도 떨어지는편.주행성능도 스포츠모드는 놔야 체감되는편,True,True
2026 BMW X5,8.5,"주행성능은 대만족, 연비는 별로, 디자인 굳, 블랙박스는 불편 현재 매우 만족하고 타고있음",True,True
2026 BMW X5,8.67,에어서스펜션의 특성상 승차감도 좋고 스포츠 모드시 탄탄한 주행성도 맘에들어요 연비또한 괜찮고한데 .... 차폭이 커서 옛날 오래된 주차장에서는 매우 불편 ^^;,True,True
2026 BMW X5,9.33,주행성능 아주 우수 디자인 굿 대형이라 주차는 불편 ㅇㅕ유로운 주차공간을 찾아야 함,True,True
2026 BMW X5,8.5,"고성능 SUV의 대명사. Sports utility vehicle 이라는 용어를 탄생시킨 장본인 BMW X5 입니다. 그 중에서도 volume model 은 역시 30d (3,000cc diesel) 죠. 차체가 크고 무거운 만큼 초반에 빠르게 치고 나가려면 토크빨이 중요한데 토크 하면 디젤이죠. 디젤의 힘을 배가시켜주는 BMW 터보 기술은 터보랙이 거의 없어서 강한 토크를 즉각적으로 느낄 수 있게 해줍니다. X5 는 차폭이 X7 보다도 넓은 2,004mm. 넓은 전폭이 자세를 더욱 안정적이고 스포티하게 만들어줍니다. 여기에 305mm의 광폭 후륜 타이어가 더해지면 뒷태 정말 예술이죠. 물론 좁은 주차장에서는 좀 불편하지만요. 아 참, 벤츠, 아우디 다 몰아봤지만 BMW 자율주행은 단연 최곱니다(테슬라는 모름). 암튼 지금껏 단 두가지 아쉬운 점은 극악의 뒷좌석 거주성과 싸구려 버네스카 가죽 질감입니다. 뒷좌석은 등받이가 많이 서 있고 각도 조절이 불가능해서 매우 불편합니다.",True,True
2026 BMW X5,5.67,"주행질감은 고속일때 좋아요. 저속일때는 막 생각보다 좋진 않아요. 물론 제가 속도감을 즐기는 편은 아니라서 모토랑 안맞아서 그럴수도잇는데, 저는 그래요. 속도를 천천히 올리면 알피엠이 계속 2000에 올라가 있어요. 편안한 주행할때 생각보다 기어변속이 느려요. 소재의 고급성과 가성비는 좋은데.. 의자 불편해요. 진동이나 외부소음 있어요. 진동은 참기 힘든정도에요. 발판쪽에서 진동이 많아요.",True,True
2026 BMW X5,9.0,"승차감, 주행질감, 반자율주행, 외관 모두 마음에 드는차. 뒷좌석이 불편하지만 7인승은 리클라이닝으로 해결. 무선충전속도가 느리고 승하차시 의자 위치조절이 안되는게 아쉬움",True,True
2026 BMW X5,9.33,"X5 3d 힘 속도감 연비 정숙성 디절인데도 가솔린 차량 같이 조용합니다 블랙박스 통신속도 너무느려 사용 어려움, 차소음 있어 AS신청 접수 하는데 6개월 소요, 차량 구입한지 1년 넘었는데 네비게이션에 우리집 주소도 안나옴... 차량 성능은 너무 좋은데 사후 써비스 개선이 필요한듯 합니다.",True,True
2026 BMW X5,7.5,"차량 성능은 운전자를 충분히 만족할만한 수준이지만 실내 공간이 경쟁 차량 대비 작은게 아쉬움. 가족을 위해 7인승을 선택했지만 3열은 초등학생 조차도 탑승이 불편한 수준으로 구색 맞추기 정도의 공간임. 7인 하이브리드(PHEV)가 있었으면 당연히 선택했겠지만 하이브리드는 아쉽게도 배터리 공간 때문에 3열시트 설치가 안되어 7인승은 없음. 연비는 상시사륜에 3.0, 공차중량이 2.3톤에 가까움에도 평균 연비 12Km/L 가 나올 정도로 훌륭함.",True,True
2026 BMW X5,8.17,주행성능은 매우 좋음. 단 2열 자리가 불편하고 연비가 저럭저럭..,True,True
2026 BMW X5,9.0,가솔린이라 승차감과 소음면에서 디젤보다 더 좋지만 연비는 ㅎㅎ 역시 bmw의 드라이빙의 맛은 최고네요 아우디 벤츠와는 또 다른 느낌이네요,True,True
