car,score,content
2026 토요타 프리우스 플러그인 하이브리드,,"디자인은 넘사벽, 하이브리드 완성도도 넘사벽.. 다만 이가격에 V2L 뺀거는 좀 선씨게넘음 PHEV 사고 V2L 없아서 혈압올랐음. 그냥 대충 샀는데 설마없을 줄는 ㅜㅜ.. Ride ,Handling 발군. 승차감의 Flat 감이 매우 인상적이며 핸들링 또한 인상적임. 스티어링 튜닝을 아주 잘한 것 같음.. 부품가격 사악.."
2026 토요타 프리우스 플러그인 하이브리드,,매우 좋음 연비는 4세대보다 조금 떨어졌지만. 기능 업그레이드가 잘 됨
2026 토요타 프리우스 플러그인 하이브리드,,소음과 가격이 아쉽지만 준수한 주행성능과 하이브리드의 최고점을 느낄 수 있음
2026 토요타 프리우스 플러그인 하이브리드,,"승차감, 코너링, 연비 모두 완벽 거기에 디자인까지 가격이 조금 높아서 단점이지만 가격 빼고 모든면에서 만족 실내공간도 생각보다 좁지 않습니다"
2026 토요타 프리우스 플러그인 하이브리드,,예쁘다 연비가 좋다 여성이 타기에 크기가 아담해서 좋다 키큰사람이 타기는 힘들거같음 뒷자리는 에어컨이나 히터가 안닿아서 춥거나 덥다
2026 토요타 프리우스 플러그인 하이브리드,,연비를 생각하는 분이라면 1순위로 이 차를 고를 만큼 자부심 있는 차. 모든 면에서 만족하지만 엔진소음과 풍절음은 조금 아쉬운 부분.
2026 토요타 프리우스 플러그인 하이브리드,,무난하게 잘 나가고 잘 서고 디자인도 괜찮거 일상주행에 좋은 차 입니다.
2026 토요타 프리우스 플러그인 하이브리드,,매우 좋다:) 하이브리드 최강자 ㅎㅎ 근데 중립으로 주차 못하는게 아쉬움
2026 토요타 프리우스 플러그인 하이브리드,,4세대 보다는 연비가 낮지만 다른 모든 부분이 좋아진것 같다 특히 주행 능력은 비교가 안되는것 같다
2026 토요타 프리우스 플러그인 하이브리드,,제가 이 차를 살줄몰랐습니다. 생각보다 잘가고 잘서고 잘돌아가고 감성좋습니다. 아 물론 순정 휠타말구요. 타 보면 생각보다 좋습니다. 다만 재미를 원한다면 GTI 혹은 N이 백번맞고 연비를 원한다면 딴거사세요. 이 돈주고 살필요까진 없다생각합니다. 미국향은 직물시트에도 열선 들어가고. 전동트렁크. 심지어 V2L까지 들어갑니다. 돈을많이 받으면 옵션이라도 빵빵하던가 옵션 진짜 너무하고도 너무했습니다. 이가격에 출시한 도요타 코리아가 너무하다 생각듭니다. 시트허리가 좀 불편합니다 평평합니다. PHEV N이 나왔으면좋겠습니다...
2026 토요타 프리우스 플러그인 하이브리드,,"디자인,안전,품질,연비 모두 만족한다. 4바퀴를 꽉잡고 달리는 하부느낌은 예전 벤츠에서의 느낌과 동일하다. 스포츠카 같은 시원한 스피드와 그렇게 달리고도 20이상의 연비는....이런차 없다."
2026 토요타 프리우스 플러그인 하이브리드,,"덩치 큰 차보다 작지만 출력 높은 차 선호, 순수전기차 배제, 일반적이지 않은 독특한 디자인 선호, 집밥과 회사밥 편하게 가능 등등의 조건에서 선택할 수 있는 최선의 선택이 아니었나 합니다. 미니 쿠퍼, 골프와 고민하다가 선택했는데, 결론적으로 매우 만족하며 운행하고 있습니다."
2026 토요타 프리우스 플러그인 하이브리드,,"PHEV EV 모드는 나무랄데 없고, HV모드에서 출력도 충분하다. 가속과 브래이크, 핸들링은 얄미울 정도로 부드럽고 민첩하다. 후방 윈도우가 작아 디스플레이 룸미러를 사용하면 좀 어색해서 족응시간이 필요함."
2026 토요타 프리우스 플러그인 하이브리드,,차량가격이 약간 비싼거 빼곤 모두 만족. 주차편리. 1-2인가구가 사용하기 매우 좋음
2026 토요타 프리우스 플러그인 하이브리드,,"하이브리드 차량 중 가장 높은 완성도를 가지고 있습니다. 최고 수준의 연비, 크게 향상된 승차감과 안정감은 그랜저와 유사한 수준까지 따라오지 않았나 생각되고, 2.0 엔진과 배터리로 구현하는 토크는 전기차와 내연기관 장점을 잘 배합시켰다고 느껴집니다. 일신된 디자인도 매우 훌륭합니다. 유일한 문제점이 가격인데, 하이브리드 준중형 체급으로 5천을 찍으니 그돈씨 소리가 나오거나 아반떼 하브보다 천오백 이상 비싸다고 비교를 당하는데, 해외와는 다르게 사회초년생이나 마트용으로는 맞지 않는 가격입니다. 한국인의 평범한 생애주기에 비춰보면 5천짜리 준중형을 살 기회가 많지 않습니다. 국내에서 이 차를 고른다면 1-2인 가구의 주 차량으로 이용하거나 중산층 이상의 세컨카 정도 용도가 현실적이지 않을까 싶습니다. 용도만 확실하다면 차량 완성도로는 동급에서 비교대상이 없다고 생각합니다. 옵션이 현기보다 부족해서 깡통 느낌이 들 수 있는데 차량 주행 관련 보조 기능은 다 있습니다"
2026 토요타 프리우스 플러그인 하이브리드,,가격이 조금 아쉽지만 디자인 예쁘고 연비는 탁월하며 주행성능도만족 합니다. 단점은 주차나 서행시 반브레이크를 밟으면 울컹 울컹 합니다.
2026 토요타 프리우스 플러그인 하이브리드,,전반적으로 모두 만족이다. 자동운전에 코너링은 정말 부드럽고 연비는 쵝오!! 운전자의 조금 불편한 곳 까지 신경쓴 섬세함이 정말 대단하다.
2026 토요타 프리우스 플러그인 하이브리드,,"프리우스는 세계 최초 하이브리드 양산차 라는 타이틀이 있지만 이제는 옛말이 되어버렸다 하이브리드 기술의 발전으로 토요타에서 생산하는 거의 대부분의 차량은 하이브리드 모델로 출시가 된다 그래서인지 이제는 연비 하나에만 몰빵하기에는 세계 최초의 하이브리드 앙산차라는 타이틀은 더이상 경쟁력이 없어서였을까 아키오 전회장 및 토요타 임원들은 프리우스라는 차에 대해 많은 고민을 했다고 한다 (연비에 몰빵해 영업용 택시로만 판매를 고려했다고 함) 이전 모델 대비 다양한 안전사양과 더욱 강력한 파워트레인이 적용되어 차량 가격이 상당히 많이 올랐다 프리우스 5세대 부터는 가성비를 따지기엔 너무 비싼 차가 되버렸다 하지만 이 급에서 연비, 운동성능, 내구성을 고려한다면 아직까지는 프리우스 말고는 대안이 없다 여러 브랜드의 하이브리드 차량을 비교하고 고민해본 사람이라면 토요타의 프리우스에 대한 방향성이 이것밖에 없다는걸 수긍하게 될것이다"
2026 토요타 프리우스 플러그인 하이브리드,,"안전, 연비, 디자인만 본다면 최고의 선택입니다. 1~2인 가족에게 저당한 사이즈 같아요. 부지런히 전기 충전해서 사용한다면 전기 방전될까봐 걱정 1도없이 탈수있는 전기차랍니다."
2026 토요타 GR 86,,"저중심 박서라 회두성이 좋고 독특한 엔진 필링이 있다. 기어5단이 조금 뻑뻑한데 나머지는 쑥쑥 잘들어간다. 스타트는(초반가속) 안습인데 와인딩시 진가를 발휘. (9114s도 있는데 고갯길에선 911보다 재미있다) 실리콘이슈와 오일스트레이너 이슈는 좀 불안하다. 스탠기준 실내가 싼마이 라고 하지만 나름 괜찮다.(알리 내장재가 조금은 만회해줌). 스피커가 ㅂ신 이라던데 트윗+종다리만 바꿔도 괜찮다. 25년식 이후부턴 아이사이트 적용되어 긴급제동,이탈경보,오토하이빔,scc 등이 기본적용이라 86에 이런 기능이? 랄 정도로 편의기능이 좋아졌다."
2026 토요타 GR 86,,"남들은 돈이 있으면 M이니 AMG니 RS니 N이니 GTR이니 하지만 나는 그런것들에 취미없어, 나는 죽을때 까지 86이다!!!"
2026 토요타 GR 86,,"가격대비 훌륭한 주행감과 이돈으로 겪어볼수없는 후륜 플랫엔진은 더할나위없습니다. 솔직히 연비도 좋은편이고, 브랜드만 안따지면 수동 후륜 쿠페의 교과서급 차라고 감히 자부합니다"
2026 토요타 GR 86,,도요타 회장의 전기차 세대를 맞이하는 우리들에게 주는 마지막 선물 보따리
2026 토요타 GR 86,,매리트잇음 이만한가격에 수동에 자연흡기 박서엔진을 탈수잇다는게 너무나 좋아요 배기는 튜닝좀해야함
2026 토요타 GR 86,,"경량 수동 후륜 스포츠카 인데 본인의 만족을 위해 투자를 안하겠다면, 국산차를 추천드립니다. 코너링, 시내에서 부족하지 않은 출력 캐디백 2개, 보스턴백2개 들어가는 공간 2인용으로 딱 좋습니다."
2026 토요타 GR 86,,국산차가 나쁘지않지만 그래도 젊을때 한번 도전 해보시길 수동차 좋아하면 찰떡 사고싶으면 사야지
2026 토요타 GR 86,,gt에서 무엇이 달라진건지 잘 모르겠음. 2.4 배기량만으로는 부족한 느낌
2026 토요타 GR 86,,주행질감은 정말 좋음 수동직결감 오랫만에 느끼게 해주네 가벼운 차체에 낮은 무게중심 수동 후륜 말이 필요없는 차지만 고출력 타다가 넘어오니 출력이 아쉬움 출력이 올랏다곤 하나 낮음 30마력정도가 고파지는 차임
2026 토요타 GR 86,,구형 86도 탔었지만 전작보다 편안하고 일상주행성과 품질과 편의성이 상승.. 주행능력과 디자인은 크게 달라진 수준까진 아니지만 원래부터 최대 강점.
2026 토요타 GR 86,,"경량, 후륜, 수동. 이 차밖에 안남았네요. 보증이슈는 유감. 결국 선택지는 이것밖에 없어요"
2026 토요타 GR 86,,운전 재미있게 할 수 있는 차에요. 다른건 기대하지 마세요 😂😂😂😂😂😂
2026 토요타 GR 86,,매우 만족합니다 수동의 짜릿함 느껴보지 않으면 절대 다른차 안 타게 됩니다
2026 토요타 GR 86,,외관 수려함. 주행성능 코너링 수동 미션 체결감 서스펜션 데일리로 운용 가능 인테리어 플라스틱 도배라 볼만한건 없음 착좌감 스티어링휠 변속레버 위치 좋음
2026 토요타 GR 86,,이 가격에 이 재미를 주는 차는 없어요. 다만 6000rpm이상 120km/h 넘어가면 가혹주행으로 인한 엔진보증을 못해준다고 함니다. 이걸 고려해 보시고 선택을 하시는것이 좋을듯함니다. 너무나 재미있는 후륜 경량 수동 펀카 대안이 없네요....
2026 토요타 GR 86,,운전에 즐거움을 주는 차 입니다. 국내에서 유일하게 신차로 출고 가능한 후륜구동 수동차량
2026 토요타 GR 86,,"오래 전부터 간직했지만, 잊고 지내던 어떤 소중한 것을 다시 찾은 느낌."
2026 토요타 GR 86,,이 가격대에 이만한 펀카없음 쥐어짜는 레드존rpm 수동면허를 다시 딸 정도의 재미가 있죠 다만 데일리로는 비추 연비나 수동에 비추어..세컨카면 추천해요 ㅋ 가격이야기하는데 일본은 당연히 더 싼거고 미국에서는 유사옵션 세금 붙고 하면 더 비써요~잘 나온 가격
2026 토요타 GR 86,,일단 함 타보시라니깐요~! ! 아주 끝내줘~ ㅎㅎㅎ 코너링.. 연비.. 스타일~ 머하나 빠지는게 없네요..
2026 토요타 GR 86,,"FR, 6MT, NA 이 세가지 요소만으로도 대한민국에서 탈 수 있는 차는 손에 꼽는다. 플러스로 점점 커지고 무거워지는 지금 시대에 1300kg 언더라는 라이트급 무게는 입꼬리도 방정맞게 만든다. 거기다 박서엔진의 구조적 낮은 무게중심 설계와 일본차의 내구성 그리고 저렴한 가격. 나는 2억 언더로는 이 차보다 재밌는 차는 없다고 생각하고 구매했다. 물론 직수로 미아타 구매가능하나. 사봤다. 타봤다. 즐겁다. 더 재미있을 수도 있겠다. 하지만 GR86은 아주 조금의 타협으로 다양한 많은 부분에서 훨씬 더 많은 만족감을 얻는다. 2억 이상 차는 꿈꾸지도 못해서 고민도 안해봤지만 재미는 없을듯."
2026 토요타 GR 86,,"펀카, 데일리, 운전의 즐거움 등등 차량이 이동수단이 아닌 취미 혹은 즐거움이라면 최고의 차 입니다."
2026 토요타 GR 86,,후륜 경량 na 수동은 이게 유일합니다... 조금 구식의 인테리어가 불만이지만 86이니까 괜찮습니다.
2026 토요타 GR 86,,1.자연흡기 2.후륜 3.수동 4.박서엔진 5. 경량 한국에서 이 조건 펀카는 얘가 마지막인듯 하네요. 비교할게 없으면 선택이 쉬워집니다 ㅎㅎㅎ
2026 토요타 GR 86,,곧 출고한지 1년 다되어 갑니다. 너무 재밌는 차에요. 그 외에 다른 설명은 더 필요없는 것 같습니다ㅋㅋ
2026 토요타 GR 86,,기가막힙니다.
2026 토요타 GR 86,,"밸런스 좋은, 날것의 머신 느낌! 경량 후륜 수동 , 이 세 단어로 종결!!"
2026 토요타 GR 86,,이 무게에 이 출력에 이 수동에 이가격에 살수 있는 후륜 차량이 없음 단 휠은 인치다운 하는게 맞을듯 달리기 위한 서킷에 가야만 하는 차임
2026 토요타 GR 86,,"출력이 살짝 아쉬워요. 한 5~60마력만 더ㅠ 스바루 장기를 살려서 저압 터보라도 살짝 얹었으면 어마어마했을텐데요. 보증 때문에 뭘 할 수도없고 ㅎㅎ 트렁크 쥐똥만한거, 문짝 길어서 주차자리 가리는거 말고는 아주 편합니다. 승차감은 쾌적할 정도… 약한 출력의 일장일단 ㅎㅎ 오디오도 꽤 괜찮은데… 베이스 올리면 사이드미러가 춤을 춰서ㅎㅎ 나만 신나는게 아닌 차도 같이 신나는 진정한 인마일체, 물아일체의 자동차…"
2026 토요타 GR 86,,차 가격은 4600이지만 튜닝을 안할수 없기에 +a 그치만 이차말곤 선택지가 없다.
2026 토요타 GR 86,,"아니 별점을 다 남겼는ㄷㅔ 뭘 또 40글자나 써야 등록이 됩니까, 디비를 너무 거저 먹으려고 … 차 좋아요 두번 사세요"
2026 토요타 GR 86,,"아주 여러 의미로 와인딩 하라고, 와인딩 할려고 만든차. 좋음. 17인치가 적절함."
2026 토요타 GR 86,,"운전대 잡고 있는 것 만으로도 즐거움 가벼워서 저속으로 달려도 체감 상 빠른 느낌임 드라이빙 원툴 방음, 잡소리따위 노래소리로 커버하고 실내에서 핸드폰 만지거나 음료수 먹는 등 딴 짓 못하니까 앞만 보고 가라구~"
2026 토요타 GR 86,,이 가격에 이 재미를 주는 차는 없다. 너무나 재미있는 후륜 경량 수동 펀카
2026 토요타 GR 86,,장점 자연흡기 수동 후륜 경량 쿠페. 낮은 무게 중심 고 rpm 감성 단점 저속rpm에서 불편함
2026 토요타 GR 86,,운전의 즐거움을 아는 자를 위한 차. 본인에게는 인생첫차로 후회없는 선택이었음
2026 토요타 GR 86,,경량후륜수동! 디자인이 둥글둥글해져서 좀 그랬는데 보면볼수록 매력있네요
2026 토요타 GR 86,,"박서, 후륜, 경량, 수동.... 따로 더 설명이 필요한가? 위 네가지를 만족하는 대안이 있는가? 뒤를 날리면서 안전하게 컨트롤이 가능한 즐거운 차.... 펀치력도 나쁘지 않습니다"
2026 토요타 GR 86,,운전재미 좋음 연비나쁘지않음 차알못들은 가격때문에 난리피울꺼임 근데 후륜경량쿠페수동 이차량말고 없음
2026 토요타 GR 86,,타보니 일본 포르쉐라는 말이 왜 나왔는지 알거 같습니다 후륜에 na엔진 경량 수동이며 앞으로 이런차가 또 나올수 있을지 데일리용 보다는 세컨 펀카로는 최고의 선택인듯 합니다~^^
2026 토요타 GR 86,,"지금 보다 십년뒤 더 가치 있을 차 구형보다 기어 체결감, 거동, 하체 전부 부드러워짐 퓨어한 구형보다 데일리성이 향상됨"
2026 아우디 Q8,,고급유 찾아다니기 귀찮지만 경쟁차량대비 가장 안정적인 주행능력임 에어서스suv 를 찾는다면 가장 가성비좋은 선택지임 내부는 사골임 그런데 또 너무 사골느낌은 안나서 그럭저럭 만족 HUD정보가 제한적이고 네비어플 연동 안되는건 마이너스임 주행은 깔게없음 레일위를 달리는 안정감이 있음 X6는 뒷좌석 좀 힘들어서 Q8로 왔는데 만족 자동 차양막도 장점
2026 아우디 Q8,,"잘 만든 차입니다. 주행성능, 디자인. 연비 모두 만족 색상은 역시 검정이 멋지더군요..^^"
2026 아우디 Q8,,"무언가를 고를 때 디자인과 성능이 둘 다 충족돼야 구매하는 스타일이고 최소 7~10년은 탈 생각으로 비교해보고 구매했는데 아직까지는 드러나는 단점 외에는 없어요. 모두 알고 있듯 차가 크고 고급유 주유를 하다보니 주유비가 많이 든다, 수납공간이 부족해서 급하게 간단한 물품(영수증, 주차권 등) 두기가 불편하다(차가 엄청 깔끔해집니다ㅋㅋ), 차폭이 커서 좁은 주차장에서 내릴때 힘든 경우가 있다 정도입니다. 인테리어 올드하다는 지적이 있던데 최신 차량에 비해 훨씬 고급스러워요. 장점은 조용하고, 잘 나가고, 잘 서고, 기계식 콰트로 덕분에 코너 돌 때 안정적이고(골프와 비슷한 느낌), 고속주행시 운전이 정말 편해요. 후륜조향이 있어서 주차장에서 돌아 나갈때나, 유턴할 때 운전이 정말 쉽습니다. 준중형 차량 보다 회전각이 좁은 느낌이에요. 뒷자리가 넓어서 동승객 불평 전혀 안나오고, 뒷자리 공조장치 및 전동 블라인드 만족도가 높습니다. 가족과 함께 타는 세련된 SUV로는 동급 최고입니다."
2026 아우디 Q8,,가성비 좋고 디자인이 이쁨 여자가 타기에도 너무 좋음 21년 초에 사서 벌써 5년째인데도 낡았다는 느낌이 안듦 보증기간이 끝나서 보내야 할 타이밍이 오고있어 슬픔
2026 아우디 Q8,,쿠페형 suv중 최고의 거주성을 가짐 뛰어난 외장 디자인을 가졌으나 내장 디자인은 2025년 기준 올드한 느낌이 있음 체급을 생각하면 연비가 좋음
2026 아우디 Q8,,슴차감은 Q7보다 타이트하지만 대신 스타일이나 스포츠성은 개인선호도에 따라 다를듯
2026 아우디 Q8,,추천합니다 에어서스펜션으로 주행하는 느낌….와… 진짜 최고!!! 인생 차량!!!
2026 아우디 Q8,,ㅎㅎ 뭘 이런걸다 적으로고하시나요. 얼마나적어야 넘어가나요? 40자? 50자? 40자군요
2026 아우디 Q8,,"후륜 조향, 에어서스펜션, 콰트로, 넓은 실내공간, 22인치 휠, 전동선쉐이드, 레이저라이트, 올레드 라이트등 옵션 풍부 승차감 최고 벤틀리 벤테이가, 람보르기니 우르스 같은 플랫폼 주행성능 최고 후륜 조향도 짱이에요 파노라마 썬루프도 굿 연비도 동급 대비 최고구요~~~ 차도 음청 커서 좋아요~~~ 디자인도 이뻐서 자세 굿~! 너무 만족하며 타고 있어요 안전 운전 하세요^^"
2026 아우디 Q8,,정숙한 디젤 V6엔진에 쾌적한 실내공간 확보 패밀리카로 동급대비 2옐공간 가장넓음
2026 메르세데스-벤츠 GLE 쿠페,,전반적으로 가성비갑 좋은 차입니다..... .................
2026 메르세데스-벤츠 GLE 쿠페,,패밀리카로 아주 이상적이라고 생각함. 고급스러운 외관과 닐내 인테리어 편안한 승차감 모두 만족
2026 메르세데스-벤츠 GLE 쿠페,,품위있는 디자인에 380마력이 넘는 힘과 승차감은 고급세단과 비슷하네요.
2026 메르세데스-벤츠 GLE 쿠페,,승차감이 좋지만 가격은 너무 비싼듯.. 주행이 너무 편해서 재미가 없음. 글거서 잠이 잘와요 ㅎㅎ 소음거의없고 실내가 넓음 뒷자리를 위한 차
2026 메르세데스-벤츠 GLE 쿠페,,디자인 너무 예뻐요 감사합니다. ㄹㅎ호허ㅘㅜㅏㅝㅠㅜ퓿ㅍㅌㅇㄴㅇㅊㅎㅎ)ㅓㅏㅓ‘ㅗㅗㅍ*ㅇ&
2026 메르세데스-벤츠 GLE 쿠페,,부드럽고 정숙해요. SUV의 느낌이 거의 없어요. 주행도 쭉쭉 잘 나가고 시원시원합니다. 완전 마음에 들어요!
2026 메르세데스-벤츠 GLE 쿠페,,"x5 m60i, rrs p400, gle53amg 시승해보고 고민해서 선택했습니다. 싱글이라면 사실 8기통 x5m60i가 최고입니다ㅎㅎ 다만, 운전자 뿐만 아니라 승객까지 모두 배려해주는 건 이 차가 유일하다고 봅니다."
2026 메르세데스-벤츠 GLE 쿠페,,"승차감 최강, 고급스러워서 강추해요~!! 다음번에도 구매할 것 같습니다"
2026 메르세데스-벤츠 GLE 쿠페,,디자인 이쁘고 성능도 좋고 기어변속시 불편함은 있지만 그래도 예뻐서 봐줌
2026 메르세데스-벤츠 GLE 쿠페,,연비잘나오고(고속도로 주행시 15이상) 디자인좋고 넓고 근데 골목길?승차감이 너무 통통 튀어요 배타는듯한? 이거 빼고는 최고
2026 메르세데스-벤츠 GLE,,전반적으로 가성비갑 좋은 차입니다..... .................
2026 메르세데스-벤츠 GLE,,패밀리카로 아주 이상적이라고 생각함. 고급스러운 외관과 닐내 인테리어 편안한 승차감 모두 만족
2026 메르세데스-벤츠 GLE,,품위있는 디자인에 380마력이 넘는 힘과 승차감은 고급세단과 비슷하네요.
2026 메르세데스-벤츠 GLE,,승차감이 좋지만 가격은 너무 비싼듯.. 주행이 너무 편해서 재미가 없음. 글거서 잠이 잘와요 ㅎㅎ 소음거의없고 실내가 넓음 뒷자리를 위한 차
2026 메르세데스-벤츠 GLE,,디자인 너무 예뻐요 감사합니다. ㄹㅎ호허ㅘㅜㅏㅝㅠㅜ퓿ㅍㅌㅇㄴㅇㅊㅎㅎ)ㅓㅏㅓ‘ㅗㅗㅍ*ㅇ&
2026 메르세데스-벤츠 GLE,,부드럽고 정숙해요. SUV의 느낌이 거의 없어요. 주행도 쭉쭉 잘 나가고 시원시원합니다. 완전 마음에 들어요!
2026 메르세데스-벤츠 GLE,,"x5 m60i, rrs p400, gle53amg 시승해보고 고민해서 선택했습니다. 싱글이라면 사실 8기통 x5m60i가 최고입니다ㅎㅎ 다만, 운전자 뿐만 아니라 승객까지 모두 배려해주는 건 이 차가 유일하다고 봅니다."
2026 메르세데스-벤츠 GLE,,"승차감 최강, 고급스러워서 강추해요~!! 다음번에도 구매할 것 같습니다"
2026 메르세데스-벤츠 GLE,,디자인 이쁘고 성능도 좋고 기어변속시 불편함은 있지만 그래도 예뻐서 봐줌
2026 메르세데스-벤츠 GLE,,연비잘나오고(고속도로 주행시 15이상) 디자인좋고 넓고 근데 골목길?승차감이 너무 통통 튀어요 배타는듯한? 이거 빼고는 최고
2026 메르세데스-벤츠 마이바흐 SL,,퍼포먼스좋은편이고 희소성은 만족 단 차량감가는 웃으며 무시 옆좌석 불편함은 다시한번 생각해서 만들어주시길 파워는 넘쳐남
2026 메르세데스-벤츠 마이바흐 SL,,고성능차에 특징인 주행 모드별 차의 지향점이 확연한 차이를 보여 컴포트 모드에선 데일리 GT카로 스포츠 모드에서는 고성능 펀카로서 매우 훌륭하고 디자인이나 편의장비 매우 만족감을 느끼게 해줍니다^^ 일상에 즐거움을 줄 수 있는 차!!
2026 메르세데스-벤츠 마이바흐 SL,,"벤츠 최상위트림의 고급감, 포르쉐대비희소성 과 그에따라 갖춘 8기통의 넉넉한 스포츠성, 큰불편함 없는 오너 펀드리븐 주행감(장거리가능), 컴포트주행만 잘한다면 평균연비8찍음 가능, 평소 스포츠주행보다 유유자적한성향이므로 한국미출시중인 43시리즈의 아쉬움(고가의가격포함해서), 이외 리콜수리통지 현재3건으로 상당한번거로움 제하고 전반적으로 펀드라이브가능한 흥미로운차량."
2026 메르세데스-벤츠 마이바흐 SL,,"훌륭한 디자인, 암담한 연비, 좋은 주행성능, 아쉬운 펀치력, 미친 고급감, 나만 타는 희소성 전반적으로는 만족"
2026 메르세데스-벤츠 마이바흐 SL,,벤츠만의 승차감을 느끼면서 스포츠함을 느끼는 특별한차 포르쉐의 감성을 포기한다면 여유로운 차인듯 하다.
2026 메르세데스-벤츠 마이바흐 GLS,,580인데 그전차가 x7 머 주행의 질이 너무 상반되서 애매하지만 가족들과 탄다면 gls가 더 낫다고봄. 승차감 공간성 내부 감성 단 타이어의 폭과 23인치에서 오는 타이어선택 제한과 포트홀 자나갈때의 꿀렁임은 아직도 적응 안됨ㅋ 8기통 4000cc라 연비는 재앙
2026 메르세데스-벤츠 마이바흐 GLS,,"승차감 하차감 좋습니다. 다만 연비는 디젤임에도 별로이고 차량이 커서 주차가 쉽지 않습니다. 내부 가죽의 퀄리티가 생각보다 별로입니다. 인테리어도 이제는 구형 느낌이 나서 아쉽습니다. 예전엔 삼각별이 다 커버해 줬으나 이제는 그런것도 없네요. X7과 비교했을때 편안하게 정속주행시에는 좀 더 안정감을 주지만 커브나 차선변경, 스포츠드라이빙은 X7이 더 좋습니다. 2열승차감은 개인적으론 GLS가 더 좋았습니다. 전면 디자인 후면 디자인은 포스가 느껴지지만 측면에서 본 뒤쪽 D필러와 트렁크 측면의 각도는 봐도봐도 이질적이네요."
2026 메르세데스-벤츠 마이바흐 GLS,,말로표현할수 없는 하차감이랑 클래식한 감성이 좋은거 같아요.연비는 생각보다 잘 나오는 듯
2026 메르세데스-벤츠 마이바흐 GLS,,소음 확실히 적고 전체적인 드라이빙은 좋은데 에어서스펜션의 장점을 명확하게 못 느끼는건 차량 중량때문인지...?
2026 메르세데스-벤츠 마이바흐 GLS,,"주행성, 디자인 매우 만족스럽습니다. 차가 크다보니 거주성이 큰 부담이되긴합니다. 그러다보니 대형주차장에서는 찾기가 쉬운 뜻밖의 장점이 있네요"
2026 메르세데스-벤츠 마이바흐 GLS,,"차량 크기대비 연비, 성능 만족 가격은 쫌 비싼편이라 생각됭 기타 편의성 정숙성 좋음"
2026 메르세데스-벤츠 마이바흐 GLS,,전자센서에 오류가 가끔 뜨는게 있는데 그거 말고는 전체적으로 만족
2026 메르세데스-벤츠 마이바흐 GLS,,이차는 연비는 포기하고 타야해요 시내 연비5 ㅎㅎㅎㅎ 승차감이나 옵션 정말 좋아요
2026 메르세데스-벤츠 마이바흐 GLS,,에어써스 가 주는 승차감 이 뛰어나며 핸들링과 브레이크 성능이 좋아요
2026 메르세데스-벤츠 마이바흐 GLS,,단연 현존하는 최고의 SUV 다른차는 있어도 더좋은차는 없습니다. 비싼가격 오랜기다림을 품질과 완성도로 보상해줍니다.
2026 메르세데스-벤츠 AMG S클래스 E 퍼포먼스,,잘 타고 있어요! 차 탔은 안할차니까요. 더 타봐야겠지만요 마지막으로 한 10년타려고 산차입니다
